Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,ID,EVConnectorTypes,Country,Access Code,Access Detail Code,Facility Type,EV Pricing
Kruse Woods Corporate Park,5300 Meadows Dr,Lake Oswego,OR,97035,866-816-7584,Public,24 hours daily,Unknown,0,3,0,EV Connect,45.4171421,-122.7317796,123150,J1772,US,Public,,OFFICE_BLDG,Unknown
Nike - Coach K,1 Bowerman Dr,Beaverton,OR,97005,Unknown,Private,For employee use only,Unknown,0,8,0,Non-Networked,45.512116,-122.825486,123276,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Talaria,15400 SW Koll Pkwy,Beaverton,OR,97006,Unknown,Private,For employee use only,Unknown,0,8,0,Non-Networked,45.513219,-122.838215,123282,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Windrunner,15405 SW Beaverton Creek Ct,Beaverton,OR,97003,Unknown,Private,For employee use only,Unknown,0,4,0,Non-Networked,45.495039,-122.835414,123283,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Blazer,20004 NW Tanasbourne Dr,Hillsboro,OR,97124,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.545415,-122.884475,123284,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Driving Force,20420 NW Von Neumann Dr,Hillsboro,OR,97006,Unknown,Private,For employee use only,Unknown,0,4,0,Non-Networked,45.53011,-122.887873,123285,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Tiempo,3005 SW 154th Terrace,Beaverton,OR,97006,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.497872,-122.836737,123286,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Mercurial SW,3101 SW 153rd Dr,Beaverton,OR,97006,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.498513,-122.833766,123287,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Total 90,3203 SW 153rd Dr,Beaverton,OR,97006,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.497876,-122.83386,123288,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Air Force,3203 SW 153rd Dr,Beaverton,OR,97003,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.497875,-122.83386,123289,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Zoom Flight,3300-3342 NW Aloclek Dr,Hillsboro,OR,97124,Unknown,Private,For employee use only,Unknown,0,4,0,Non-Networked,45.543685,-122.891197,123290,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Quantum Force,3445 NW 211th Terrace,Hillsboro,OR,97124,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.545214,-122.894591,123291,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - APCC,1255 SW Burlington Dr,Beaverton,OR,97006,Unknown,Private,For employee use only,Unknown,0,5,0,Non-Networked,45.511089,-122.83681,123292,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Terman,13630 SW Terman Rd,Beaverton,OR,97005,Unknown,Private,For employee use only,Unknown,0,12,0,Non-Networked,45.496228,-122.816365,123293,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Hocken,13630 SW Terman Rd,Beaverton,OR,97005,Unknown,Private,For employee use only,Unknown,0,12,0,Non-Networked,45.496229,-122.816365,123294,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Air Zoom Alpha,13955 Millikan Way,Beaverton,OR,97005,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.493086,-122.820105,123295,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - SebCoe Garage,14570 SW Walker Rd,Beaverton,OR,97006,Unknown,Private,For employee use only,Unknown,0,3,0,Non-Networked,45.511653,-122.828867,123296,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - NY Garage,15047-15087 SW Koll Pkwy,Beaverton,OR,97006,Unknown,Private,For employee use only,Unknown,0,12,0,Non-Networked,45.514149,-122.832771,123297,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Challenge Ct,15370 SW Millikan Way,Beaverton,OR,97003,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.496478,-122.835197,123298,J1772,US,Private,,OFFICE_BLDG,Unknown
NWEA,121 NW Everett St,Portland,OR,97209,Unknown,Private,For employee use only,Unknown,0,2,0,Non-Networked,45.525778,-122.671957,123304,J1772,US,Private,,OFFICE_BLDG,Unknown
University of Oregon - Streisinger Hall,1227 University of Oregon,Eugene,OR,97405,Unknown,Private,Permit required,Unknown,0,2,0,Non-Networked,44.046472,-123.07198,123368,J1772,US,Private,,COLLEGE_CAMPUS,Unknown
Atomic Auto,610 NE 102nd Ave,Portland,OR,97220,Unknown,Private,Unknown,Unknown,0,1,0,Non-Networked,45.527242,-122.55761,123406,J1772,US,Private,,AUTO_REPAIR,Unknown
"Walmart 4221 - Cornelius, OR",220 N Adair St. null,Cornelius,OR,97113,833-632-2778,Public,24 hours daily,Unknown,0,0,3,Electrify America,45.521506,-123.068046,123709,CHADEMO,US,Public,,,Unknown
"Walmart 4221 - Cornelius, OR",220 N Adair St. null,Cornelius,OR,97113,833-632-2778,Public,24 hours daily,Unknown,0,1,0,Electrify America,45.521506,-123.068046,123709,J1772,US,Public,,,Unknown
"Walmart 4221 - Cornelius, OR",220 N Adair St. null,Cornelius,OR,97113,833-632-2778,Public,24 hours daily,Unknown,0,0,3,Electrify America,45.521506,-123.068046,123709,CCS,US,Public,,,Unknown
"Walmart 1876 - Hood River, OR",2700 Wasco St.,Hood River,OR,97031,833-632-2778,Public,24 hours daily,Unknown,0,0,5,Electrify America,45.711807,-121.539908,123768,CHADEMO,US,Public,,,Unknown
"Walmart 1876 - Hood River, OR",2700 Wasco St.,Hood River,OR,97031,833-632-2778,Public,24 hours daily,Unknown,0,0,5,Electrify America,45.711807,-121.539908,123768,CCS,US,Public,,,Unknown
Salem - West Library,395 Glen Creek Rd NW,Salem,OR,97304,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.950668,-123.048647,124693,J1772,US,Public,,,Level 2: $0.49 per kWh
High Desert Museum,59800 S Highway 97,Bend,OR,97702,888-998-2546,Public,24 hours daily,Unknown,0,6,0,Blink Network,43.966035,-121.343215,125761,J1772,US,Public,,,No Fee
Joseph Hughes Construction,11125 SW Barbur Blvd,Portland,OR,97219,888-998-2546,Public,8:00am-5:00pm weekdays,Unknown,0,1,0,Blink Network,45.445281,-122.733108,125991,J1772,US,Public,,,Level 2: $0.49 per kWh
Greenlots - 53087,205 West B Street,Rainier,OR,97048,855-900-7584,Public,24 hours daily,Unknown,0,0,2,Greenlots,46.089626,-122.937387,126266,CHADEMO,US,Public,,,DC Fast: $0.05 per kWh
Greenlots - 53087,205 West B Street,Rainier,OR,97048,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,46.089626,-122.937387,126266,J1772,US,Public,,,Unknown
Greenlots - 53087,205 West B Street,Rainier,OR,97048,855-900-7584,Public,24 hours daily,Unknown,0,0,2,Greenlots,46.089626,-122.937387,126266,CCS,US,Public,,,DC Fast: $0.05 per kWh
Greenlots - 53088,495 East Columbia River Hwy,Clatskanie,OR,97016,855-900-7584,Public,24 hours daily,Unknown,0,0,2,Greenlots,46.101361,-123.201898,126267,CHADEMO,US,Public,,,DC Fast: $0.05 per kWh
Greenlots - 53088,495 East Columbia River Hwy,Clatskanie,OR,97016,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,46.101361,-123.201898,126267,J1772,US,Public,,,Unknown
Greenlots - 53088,495 East Columbia River Hwy,Clatskanie,OR,97016,855-900-7584,Public,24 hours daily,Unknown,0,0,2,Greenlots,46.101361,-123.201898,126267,CCS,US,Public,,,DC Fast: $0.05 per kWh
Tanasbourne Town Center - Barnes & Noble,18300 NW Evergreen Pkwy,Beaverton,OR,97006,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.537316,-122.864878,137157,J1772,US,Public,,SHOPPING_CENTER,No Fee
Tanasbourne Town Center - Pet Co,18200 NW Evergreen Pkwy,Beaverton,OR,97006,877-225-5337  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.536462,-122.865026,137158,J1772,US,Public,,SHOPPING_CENTER,No Fee
Nyberg Rivers - New Seasons,7663 SW Nyberg St,Tualatin,OR,97062,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.383666,-122.756233,137159,J1772,US,Public,,SHOPPING_CENTER,No Fee
Nyberg Woods - Jamba Juice,7061 SW Nyberg St,Tualatin,OR,97062,503-968-8940  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.383292,-122.749257,137160,J1772,US,Public,,SHOPPING_CENTER,No Fee
Stave & Stone Winery,3827 Fletcher Dr,Hood River,OR,97031,541-946-3750,Public,24 hours daily,Unknown,0,1,0,Non-Networked,45.612052,-121.548425,137163,J1772,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Stave & Stone Winery - Tesla Destination,3827 Fletcher Dr,Hood River,OR,97031,"541-946-3750, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.612052,-121.548425,137164,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
HOTEL 1,146 Chief Miwaleta Ln,Canyonville,OR,97417,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,42.937875,-123.2836847,143409,J1772,US,Public,,,$1.5 per hour
LMHD,870 E Berkeley St,Gladstone,OR,97027,888-758-4389,Public,24 hours daily,Unknown,0,0,1,ChargePoint Network,45.383366,-122.58062,143468,CCS,US,Public,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $0.1 per additional hour, $0.11 per kWh"
Kohl’s - Hillsboro,7360 NE Butler St,Hillsboro,OR,97124,503-640-5083,Public,24 hours daily,Unknown,0,4,0,Non-Networked,45.536137,-122.9014,143860,J1772,US,Public,,SHOPPING_CENTER,Unknown
Kohl's - Beaverton,11055 SW Canyon Rd,Beaverton,OR,97005,503-350-0407,Public,24 hours daily,Unknown,0,2,0,Non-Networked,45.492637,-122.789614,143861,J1772,US,Public,,SHOPPING_CENTER,Unknown
PARK,E 1st Street,The Dalles,OR,97058,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.6031973,-121.1830921,143923,J1772,US,Public,,,No Fee
DEER ISLAND,64001 Columbia River Hwy,Deer Island,OR,97054,888-758-4389,Public,24 hours daily,Unknown,0,0,4,ChargePoint Network,45.924568,-122.838252,143950,CHADEMO,US,Public,,,$0.0935 per kWh
DEER ISLAND,64001 Columbia River Hwy,Deer Island,OR,97054,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.924568,-122.838252,143950,J1772,US,Public,,,$0.0935 per kWh
DEER ISLAND,64001 Columbia River Hwy,Deer Island,OR,97054,888-758-4389,Public,24 hours daily,Unknown,0,0,4,ChargePoint Network,45.924568,-122.838252,143950,CCS,US,Public,,,$0.0935 per kWh
PARADISE H-D,10770 SW Cascade Ave,Tigard,OR,97223,888-758-4389,Public,24 hours daily,Unknown,0,0,1,ChargePoint Network,45.442818,-122.78139,144214,CCS,US,Public,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.2 per additional hour, $0.15 per kWh"
McDonald's on Cedar Hills Blvd #2160,3519 SW Cedar Hills Boulevard,Beaverton,OR,97005,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.493975,-122.810759,144961,J1772,US,Public,,,Level 2: $0.49 per kWh
Albertsons,14300 SW Barrows Rd,Tigard,OR,97223,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.431671,-122.823849,145245,J1772,US,Public,,GROCERY,No Fee
McDonald’s,701 SW 1st Ave,Canby,OR,97013,503-232-7005,Public,24 hours daily,Unknown,0,2,0,Non-Networked,45.258897,-122.699332,145283,J1772,US,Public,,RESTAURANT,No Fee
Panera Bread,335 NW 4th St,Corvallis,OR,97330,541-738-8277,Public,24 hours daily,Unknown,0,1,0,Non-Networked,44.567409,-123.260365,145284,J1772,US,Public,,RESTAURANT,No Fee
Kruse Woods Corporate Park,4949 Meadows Rd,Lake Oswego,OR,97035,866-816-7584,Public,24 hours daily,Unknown,0,3,0,EV Connect,45.418449,-122.727073,145302,J1772,US,Public,,OFFICE_BLDG,No Fee
Kruse Woods Corporate Park,5005 Meadows Rd,Lake Oswego,OR,97035,866-816-7584,Public,24 hours daily,Unknown,0,3,0,EV Connect,45.417907,-122.7294,145303,J1772,US,Public,,OFFICE_BLDG,No Fee
Kruse Woods Corporate Park,5285 Meadows Rd,Lake Oswego,OR,97035,866-816-7584,Public,24 hours daily,Unknown,0,3,0,EV Connect,45.417963,-122.730692,145304,J1772,US,Public,,OFFICE_BLDG,No Fee
Kruse Woods Corporate Park,5500 Meadows Rd,Lake Oswego,OR,97035,866-816-7584,Public,24 hours daily,Unknown,0,4,0,EV Connect,45.416957,-122.73501,145305,J1772,US,Public,,OFFICE_BLDG,No Fee
Kruse Woods Corporate Park,5665 Meadows Rd,Lake Oswego,OR,97035,866-816-7584,Public,24 hours daily,Unknown,0,3,0,EV Connect,45.418408,-122.735355,145306,J1772,US,Public,,OFFICE_BLDG,No Fee
Kruse Woods Corporate Park,5885 Meadows Rd,Lake Oswego,OR,97035,866-816-7584,Public,24 hours daily,Unknown,0,3,0,EV Connect,45.417989,-122.737551,145307,J1772,US,Public,,OFFICE_BLDG,No Fee
Lake Oswego Maintenance Center,17601 Pilkington Rd,Lake Oswego,OR,97035,888-758-4389,Public,24 hours daily,Unknown,0,4,0,Non-Networked,45.398308,-122.733978,145308,J1772,US,Public,,MUNI_GOV,No Fee
Holiday Inn Express & Suites Portland Airport - Tesla Destination,9189 NE Cascade Pkwy,Portland,OR,97220,"503-249-8686, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,4,0,Tesla Destination,45.577986,-122.568585,145309,J1772,US,Public,,HOTEL,No Fee
Holiday Inn Express & Suites Portland Airport - Tesla Destination,9189 NE Cascade Pkwy,Portland,OR,97220,"503-249-8686, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,4,0,Tesla Destination,45.577986,-122.568585,145309,TESLA,US,Public,,HOTEL,No Fee
Oliver Station Apartments,5990 SE 92nd Ave,Portland,OR,97266,800-663-5633,Public,24 hours daily,Unknown,0,1,0,Non-Networked,45.479005,-122.567414,145310,J1772,US,Public,,MULTI_UNIT_DWELLING,No Fee
Walgreens,1080 SW 1st Ave,Canby,OR,97013,503-263-1600,Public,24 hours daily,Unknown,0,1,0,Non-Networked,45.257059,-122.703517,145311,J1772,US,Public,,SHOPPING_CENTER,No Fee
SOFTSTAR SHOES,914 Main St,Philomath,OR,97370,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.5401361,-123.3735742,145507,J1772,US,Public,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $5 per additional hour, $0.2 per kWh"
RTEC EV,2324 SE College Loop,Redmond,OR,97756,888-758-4389,Public,24 hours daily,Unknown,0,4,0,ChargePoint Network,44.256663,-121.165871,145563,J1772,US,Public,,,No Fee
Boulder Falls Center,605 Mullins Dr,Lebanon,OR,97355,541-451-1000,Public,24 hours daily,Unknown,0,2,0,Non-Networked,44.551654,-122.909382,145623,J1772,US,Public,,INN,No Fee
McDonald’s - Woodburn,2910 Newberg Hwy,Woodburn,OR,97071,503-981-4621,Public,24 hours daily,Unknown,0,2,0,Non-Networked,45.150671,-122.876974,145624,J1772,US,Public,,RESTAURANT,No Fee
Virginia Garcia Dental Clinic,44 N 11th Ave,Cornelius,OR,97113,503-359-8505,Public,24 hours daily,Unknown,0,2,0,Non-Networked,45.52046,-123.057275,145625,J1772,US,Public,,OFFICE_BLDG,No Fee
Kaiser Westside Medical Center,2875 NE Stucki Ave,Hillsboro,OR,97124,503-813-2000,Public,24 hours daily,Unknown,0,4,0,Non-Networked,45.540832,-122.876394,145626,J1772,US,Public,,HOSPITAL,No Fee
Linn-Benton Community College Lebanon Center,44 Industrial Way,Lebanon,OR,97355,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Non-Networked,44.54766,-122.905876,145631,J1772,US,Public,,COLLEGE_CAMPUS,No Fee
Washington County Building Services - Short Term Parking (P3),155 N 1st Ave,Hillsboro,OR,97124,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Non-Networked,45.523762,-122.9909,145632,J1772,US,Public,,PAY_GARAGE,No Fee
Team Kia - Bend,"611 NE Purcell Blvd,",Bend,OR,97701,541-550-5555,Public,24 hours daily,Unknown,0,1,0,Non-Networked,44.055882,-121.269113,145688,J1772,US,Public,,CAR_DEALER,No Fee
Audi Bend,1045 SE 3rd St,Bend,OR,97702,877-771-9358,Public,24 hours daily,Unknown,0,2,0,Non-Networked,44.039859,-121.304392,145689,J1772,US,Public,,CAR_DEALER,No Fee
Porsche Bend,1055 SE 3rd St,Bend,OR,97702,855-982-8897,Public,24 hours daily,Unknown,0,1,0,Non-Networked,44.039381,-121.30426,145690,J1772,US,Public,,CAR_DEALER,No Fee
Best Western Premier - Peppertree Inn at Bend,1082 SW Yates Dr,Bend,OR,97702,800-663-5633,Public,24 hours daily,Unknown,0,1,0,Non-Networked,44.039553,-121.335736,145697,J1772,US,Public,,INN,No Fee
DAS OREGON,2891-2801 Ryan Dr SE,Salem,OR,97301,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.923992,-123.00375,145741,J1772,US,Public,,,$0.48 per kWh
DAS OREGON,350 Airport Rd SE,Salem,OR,97301,888-758-4389,Public,24 hours daily,Unknown,0,16,0,ChargePoint Network,44.928355,-123.003653,145742,J1772,US,Public,,,$0.48 per kWh
CREEKSIDE PARK,150 NE Oak St,Myrtle Creek,OR,97457,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,43.0246734,-123.2879328,146656,J1772,US,Public,,,No Fee
Sumner College,8338 NE Alderwood Rd #100,Portland,OR,97220,Unknown,Public,24 hours daily,Unknown,0,2,0,Non-Networked,45.574615,-122.577333,146716,J1772,US,Public,,COLLEGE_CAMPUS,No Fee
RTEC EV,1170 East Ashwood rd,Madras,OR,97741,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.6365575,-121.1065127,146952,J1772,US,Public,,,No Fee
RTEC EV,1170 SE Ashwood rd,Madras,OR,97741,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.6365297,-121.1064403,146954,J1772,US,Public,,,No Fee
WILDER CORNER,4590 SE Harborton St,Newport,OR,97366,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.6041,-124.04342,146971,J1772,US,Public,,,$0.2 per kWh
Columbia Gorge Outlets,450 NW 257th Way,Troutdale,OR,97060,833-632-2778,Public,24 hours daily,Unknown,0,0,3,Electrify America,45.542955,-122.389731,147028,CHADEMO,US,Public,,,Unknown
Columbia Gorge Outlets,450 NW 257th Way,Troutdale,OR,97060,833-632-2778,Public,24 hours daily,Unknown,0,1,0,Electrify America,45.542955,-122.389731,147028,J1772,US,Public,,,Unknown
Columbia Gorge Outlets,450 NW 257th Way,Troutdale,OR,97060,833-632-2778,Public,24 hours daily,Unknown,0,0,3,Electrify America,45.542955,-122.389731,147028,CCS,US,Public,,,Unknown
INDPNDNCE HOTEL,201 Osprey Ln.,Independence,OR,97351,888-758-4389,Public,24 hours daily,Unknown,0,4,0,ChargePoint Network,44.8515557,-123.182292,147156,J1772,US,Public,,,No Fee
MTA-EVCHARGER-1,NF-200,Ashland,OR,97520,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,42.08118,-122.70559,147224,J1772,US,Public,,,No Fee
Annex Garage,100 N Drexler Dr,Portland,OR,97227,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.531041,-122.668146,147451,J1772,US,Public,,,Level 2: $0.49 per kWh
Hillsboro - Jackson Bottom Trailhead,770 S 1st Ave,Hillsboro,OR,97123,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.513092,-122.990512,147619,J1772,US,Public,,,Level 2: $0.49 per kWh
CITY ROSEBURG,1409 NE Diamond Lake Blvd,Roseburg,OR,97470,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,43.212844,-123.34084,147631,J1772,US,Public,,,No Fee
"Walgreens - Portland, OR #5572 |P805",2829 N Lombard St,Portland,OR,97217,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.57734,-122.696163,147842,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Portland, OR #3925 |P799",3 NE 82nd Ave,Portland,OR,97220,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.523361,-122.5791759,147843,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Portland, OR #4943 |P804",12215 SE Powell Blvd,Portland,OR,97236,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.4970647,-122.5375405,147844,J1772,US,Public,,,$2.00/Hr Parking Fee
Southeast Campus,2305 Southeast 82nd Avenue,Portland,OR,97216,800-663-5633,Public,Unknown,Unknown,0,4,0,SemaCharge Network,45.5062284,-122.5791604,147845,J1772,US,Public,,,No Fee
531007 : Daimler Trucks North American Headquarters,4555 N Channell Ave,Portland,OR,97217,800-663-5633,Public,MO: 06:00am-06:00pm; TU: 06:00am-06:00pm; WE: 06:00am-06:00pm; TH: 06:00am-06:00pm; FR: 06:00am-06:00pm; SA: Closed; SU: Closed,Unknown,0,6,0,SemaCharge Network,45.5552659,-122.7027591,147846,J1772,US,Public,,,$1.00-$5.00/Hr Variable Parking Fee
"Walgreens - Portland, OR #6140 |P808",1620 NE Grand Ave,Portland,OR,97232,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.5345148,-122.6605144,147847,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Portland, OR #3890 |P798",940 SE Cesar E Chavez Blvd,Portland,OR,97214,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.5165409,-122.6229541,147848,J1772,US,Public,,,No Fee
Kaiser Permenente -KP MSP Garage |P6867,500 Northeast Multnomah Street,Portland,OR,97232,800-663-5633,Public,Unknown,Unknown,0,4,0,SemaCharge Network,45.5311331,-122.6601137,147849,J1772,US,Public,,,$1.35/Hr Parking Fee
431002 : Heartline,1250 NW Kearney Street,Portland,OR,97209,800-663-5633,Public,24 hours daily,Unknown,0,9,0,SemaCharge Network,45.5293196,-122.6837219,147850,J1772,US,Public,,,$1.00/Hr Parking Fee
INDIGO @ 12 west,430 SW 13th Ave.,Portland,OR,97205,800-663-5633,Public,24 hours daily,Unknown,0,2,0,SemaCharge Network,45.5223977,-122.6841263,147851,J1772,US,Public,,,No Fee
Market Center Building,1600 SW 4th Ave,Portland,OR,97201,800-663-5633,Public,MO: 06:00am-08:00pm; TU: 06:00am-08:00pm; WE: 06:00am-08:00pm; TH: 06:00am-08:00pm; FR: 06:00am-08:00pm; SA: Closed; SU: Closed,Unknown,0,2,0,SemaCharge Network,45.5120099,-122.679476,147852,J1772,US,Public,,,No Fee
531006 : Oregon Health & Science University,1 SW Campus Drive,Portland,OR,97239,800-663-5633,Public,24 hours daily,Unknown,0,6,0,SemaCharge Network,45.49844836,-122.6852144,147853,J1772,US,Public,,,No Fee
Five Oaks,5800 NE Pinefarm Court,Hillsboro,OR,97124,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.56205,-122.9179763,147857,J1772,US,Public,,,$0.00-$5.00/Hr Variable Parking Fee
The Arbory Building B,9255 Northeast Rockspring Street,Hillsboro,OR,97006,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.5315833,-122.8843415,147858,J1772,US,Public,,,No Fee
The Arbory Building A,9250 Northeast Rockspring Street,Hillsboro,OR,97006,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.531086,-122.8849317,147859,J1772,US,Public,,,No Fee
Rose Villa,13505 SE River RD,Portland,OR,97222,800-663-5633,Public,24 hours daily,Unknown,0,2,0,SemaCharge Network,45.42556311,-122.6459648,147860,J1772,US,Public,,,$1.00-$1.25/Hr Variable Parking Fee
531004 - Tektronix,14150 Southwest Karl Braun Drive,Beaverton,OR,97005,800-663-5633,Public,24 hours daily,Unknown,0,8,0,SemaCharge Network,45.4991379,-122.8233365,147861,J1772,US,Public,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.11/kWh Energy Fee"
531003 : Hillsboro School District,3083 NE 49th Pl,Hillsboro,OR,97123,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.54438513,-122.9347086,147862,J1772,US,Public,,,$0.00-$1.00/Hr Variable Parking Fee
Comfort Inn & Suites,13455 Southwest Tualatin Valley Highway,Beaverton,OR,97005,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.488822,-122.8159396,147863,J1772,US,Public,,,$3.00/Hr Parking Fee
City Hall / Police Station,380 A Avenue,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.4193963,-122.6676371,147864,J1772,US,Public,,,"$0.00-$0.75/Hr Variable Parking Fee, $0.09/kWh Energy Fee"
MRC,17360 Holy Names Drive,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.4017232,-122.6512718,147866,J1772,US,Public,,,No Fee
MRC 2,17360 Holy Names Drive,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.4017233,-122.6512718,147867,J1772,US,Public,,,No Fee
Quality Inn,11460 Southwest Pacific Highway,Tigard,OR,97223,800-663-5633,Public,24 hours daily,Unknown,0,2,0,SemaCharge Network,45.4414591,-122.7460196,147868,J1772,US,Public,,,$3.00/Hr Parking Fee
Collin,17540 Mesnard Street,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,4,0,SemaCharge Network,45.3992466,-122.6521529,147870,J1772,US,Public,,,No Fee
O'Neill,17505 Mesnard Street,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,4,0,SemaCharge Network,45.3992465,-122.6521529,147871,J1772,US,Public,,,No Fee
Pepin,17565 Mesnard Street,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,4,0,SemaCharge Network,45.3992464,-122.6521529,147872,J1772,US,Public,,,No Fee
J Building,17530 Provost Street,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.4031666,-122.688201,147873,J1772,US,Public,,,No Fee
"Walgreens - Hillsboro, OR #11719 |P830",6215 SE Tualatin Valley Highway,Hillsboro,OR,97123,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.499188,-122.917764,147874,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Oregon City, OR #3801 |P794",1310 Molalla Ave,Oregon City,OR,97405,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.336162,-122.591209,147876,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Tigard, OR #5780 |P807",13939 SW Pacific Highway,Tigard,OR,97224,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.4192406,-122.7867139,147877,J1772,US,Public,,,$2.00/Hr Parking Fee
